review_id,text_length,word_count,sentence_count,char_count,avg_word_length,punct_count,upper_count,digit_count,stopword_ratio,exclamation_count,question_count,positive_word_count,negative_word_count,neutral_word_count,num_aspects,num_unique_aspects,aspect_diversity,aspect_Chất lượng sản phẩm_count,aspect_Dịch vụ_count,aspect_Khác_count,aspect_Giá cả_count,positive_aspects,negative_aspects,sentiment_ratio,sentiment_balance,first_aspect_position,last_aspect_position,aspect_span_coverage,num_dates_mentioned,mentions_delivery_time,mentions_price,mentions_quantity,num_numbers,max_number,min_number,brand_mentions,adj_count,verb_count,noun_count,avg_sentence_length,sentence_length_std,complex_sentence_ratio,max_word_freq,repeated_words_count,repetition_ratio
0,561.0,130.0,9.0,432.0,3.3230769230769233,14.0,15.0,37.0,0.2846153846153846,0.0,0.0,5.0,0.0,1.0,6.0,2.0,0.3333333333333333,5.0,1.0,0.0,0.0,4.0,2.0,0.3333333333333333,0.5,0.24955436720142601,0.732620320855615,0.483065953654189,4.0,1.0,1.0,1.0,12.0,7032023.0,0.0,1.0,5.0,5.0,8.0,14.444444444444445,10.339902332561637,0.3,4.0,14.0,0.27692307692307694
1,336.0,75.0,6.0,262.0,3.493333333333333,10.0,8.0,3.0,0.38666666666666666,0.0,1.0,1.0,0.0,0.0,7.0,3.0,0.42857142857142855,2.0,3.0,2.0,0.0,6.0,1.0,0.7142857142857143,0.16666666666666666,0.08333333333333333,0.5982142857142857,0.5148809523809523,0.0,1.0,0.0,0.0,3.0,5.0,1.0,1.0,0.0,4.0,1.0,12.5,5.560275772537426,0.3333333333333333,3.0,10.0,0.30666666666666664
2,249.0,60.0,0.0,190.0,3.1666666666666665,3.0,1.0,4.0,0.36666666666666664,0.0,0.0,0.0,2.0,1.0,3.0,1.0,0.3333333333333333,3.0,0.0,0.0,0.0,1.0,2.0,-0.3333333333333333,0.5,0.05220883534136546,0.6506024096385542,0.5983935742971888,0.0,0.0,0.0,1.0,3.0,12.0,1.0,0.0,1.0,1.0,0.0,60.0,0.0,1.0,2.0,4.0,0.13333333333333333
3,502.0,115.0,2.0,388.0,3.373913043478261,8.0,2.0,2.0,0.40869565217391307,0.0,2.0,1.0,2.0,1.0,5.0,4.0,0.8,2.0,1.0,1.0,1.0,0.0,5.0,-1.0,0.0,0.12350597609561753,0.7828685258964143,0.6593625498007968,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,4.0,4.0,115.0,0.0,1.0,7.0,20.0,0.46956521739130436
4,282.0,60.0,3.0,223.0,3.716666666666667,6.0,8.0,0.0,0.31666666666666665,0.0,0.0,3.0,0.0,0.0,5.0,3.0,0.6,3.0,1.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.8581560283687943,0.8581560283687943,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,15.0,5.522680508593631,0.5,5.0,5.0,0.21666666666666667
5,334.0,75.0,4.0,260.0,3.466666666666667,8.0,4.0,3.0,0.30666666666666664,0.0,0.0,1.0,0.0,2.0,4.0,3.0,0.75,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5538922155688623,0.5538922155688623,0.0,1.0,0.0,0.0,2.0,99.0,9.0,0.0,0.0,1.0,1.0,18.75,6.219927652312364,0.6,3.0,6.0,0.18666666666666668
6,347.0,75.0,6.0,273.0,3.64,10.0,7.0,1.0,0.36,0.0,1.0,1.0,0.0,1.0,5.0,2.0,0.4,3.0,2.0,0.0,0.0,4.0,1.0,0.6,0.25,0.0,0.7780979827089337,0.7780979827089337,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,15.0,10.807404868885037,0.3333333333333333,2.0,5.0,0.13333333333333333
7,116.0,23.0,2.0,94.0,4.086956521739131,5.0,4.0,0.0,0.2608695652173913,0.0,0.0,3.0,0.0,1.0,4.0,2.0,0.5,3.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.6810344827586207,0.6810344827586207,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,11.5,3.5,0.0,1.0,0.0,0.0
8,408.0,97.0,3.0,312.0,3.216494845360825,6.0,0.0,1.0,0.422680412371134,0.0,0.0,2.0,0.0,0.0,5.0,1.0,0.2,5.0,0.0,0.0,0.0,4.0,1.0,0.6,0.25,0.19607843137254902,0.6544117647058824,0.4583333333333333,0.0,0.0,1.0,1.0,1.0,3.0,3.0,0.0,1.0,3.0,1.0,24.25,7.119515432949071,0.75,5.0,15.0,0.4020618556701031
9,142.0,34.0,0.0,109.0,3.2058823529411766,3.0,2.0,0.0,0.3235294117647059,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.3333333333333333,0.0,3.0,0.0,0.0,0.0,3.0,-1.0,0.0,0.0,0.704225352112676,0.704225352112676,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,34.0,0.0,1.0,3.0,2.0,0.14705882352941177
10,237.0,50.0,2.0,188.0,3.76,5.0,4.0,3.0,0.36,1.0,0.0,2.0,0.0,2.0,3.0,2.0,0.6666666666666666,2.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.8059071729957806,0.8059071729957806,0.0,1.0,1.0,0.0,2.0,30.0,8.0,1.0,1.0,3.0,3.0,25.0,4.0,1.0,2.0,2.0,0.08
11,181.0,41.0,2.0,141.0,3.4390243902439024,6.0,3.0,0.0,0.21951219512195122,0.0,0.0,3.0,0.0,0.0,7.0,2.0,0.2857142857142857,6.0,1.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.9779005524861878,0.9779005524861878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,13.666666666666666,11.614167593456232,0.3333333333333333,3.0,2.0,0.12195121951219512
12,366.0,81.0,5.0,286.0,3.5308641975308643,11.0,2.0,2.0,0.2222222222222222,0.0,0.0,5.0,0.0,0.0,8.0,4.0,0.5,5.0,1.0,1.0,1.0,5.0,2.0,0.42857142857142855,0.4,0.0,0.8415300546448088,0.8415300546448088,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,3.0,3.0,2.0,16.4,7.49933330370107,0.3333333333333333,2.0,10.0,0.24691358024691357
13,290.0,64.0,7.0,227.0,3.546875,9.0,2.0,2.0,0.328125,0.0,0.0,0.0,1.0,1.0,7.0,1.0,0.14285714285714285,7.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.7586206896551724,0.7586206896551724,0.0,0.0,0.0,0.0,2.0,6.0,4.0,0.0,1.0,0.0,0.0,9.285714285714286,9.822921964383477,0.125,5.0,9.0,0.359375
14,112.0,24.0,1.0,89.0,3.7083333333333335,3.0,2.0,0.0,0.3333333333333333,0.0,0.0,2.0,0.0,2.0,3.0,2.0,0.6666666666666666,2.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.16071428571428573,0.7053571428571429,0.5446428571428571,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,12.0,2.0,0.0,2.0,1.0,0.08333333333333333
15,235.0,53.0,3.0,183.0,3.452830188679245,6.0,3.0,0.0,0.3018867924528302,0.0,0.0,3.0,1.0,1.0,4.0,1.0,0.25,4.0,0.0,0.0,0.0,3.0,1.0,0.5,0.3333333333333333,0.0,0.7148936170212766,0.7148936170212766,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,17.666666666666668,7.408703590297623,0.5,2.0,6.0,0.22641509433962265
16,868.0,197.0,6.0,672.0,3.4111675126903553,18.0,4.0,5.0,0.3401015228426396,0.0,0.0,2.0,3.0,1.0,9.0,4.0,0.4444444444444444,4.0,3.0,1.0,1.0,5.0,3.0,0.25,0.6,0.0,0.7730414746543779,0.7730414746543779,0.0,1.0,1.0,1.0,3.0,235.0,2.0,1.0,4.0,6.0,9.0,32.833333333333336,15.442545846531335,0.8571428571428571,7.0,37.0,0.5025380710659898
17,187.0,42.0,1.0,146.0,3.4761904761904763,5.0,1.0,0.0,0.38095238095238093,0.0,0.0,2.0,0.0,2.0,5.0,2.0,0.4,4.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.8021390374331551,0.8021390374331551,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,21.0,1.0,1.0,2.0,4.0,0.19047619047619047
18,238.0,44.0,22.0,195.0,4.431818181818182,22.0,0.0,7.0,0.3181818181818182,0.0,0.0,0.0,1.0,1.0,6.0,3.0,0.5,3.0,2.0,0.0,1.0,6.0,0.0,1.0,0.0,0.05042016806722689,0.819327731092437,0.7689075630252101,0.0,1.0,1.0,0.0,4.0,423.0,0.0,1.0,2.0,3.0,2.0,4.583333333333333,1.9773017529507786,0.0,2.0,1.0,0.045454545454545456
19,529.0,116.0,13.0,414.0,3.5689655172413794,15.0,16.0,3.0,0.27586206896551724,0.0,3.0,2.0,3.0,1.0,10.0,2.0,0.2,9.0,0.0,1.0,0.0,2.0,7.0,-0.5555555555555556,0.2857142857142857,0.0,0.7958412098298677,0.7958412098298677,0.0,0.0,0.0,1.0,3.0,3.0,1.0,1.0,4.0,2.0,0.0,10.545454545454545,8.217095664346667,0.18181818181818182,3.0,17.0,0.3448275862068966
20,251.0,57.0,2.0,195.0,3.4210526315789473,4.0,2.0,1.0,0.3684210526315789,0.0,0.0,3.0,0.0,1.0,5.0,2.0,0.4,4.0,0.0,0.0,1.0,3.0,1.0,0.5,0.3333333333333333,0.14741035856573706,0.7768924302788844,0.6294820717131474,0.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,28.5,21.5,0.3333333333333333,2.0,2.0,0.07017543859649122
21,240.0,54.0,2.0,187.0,3.462962962962963,4.0,3.0,0.0,0.3333333333333333,0.0,0.0,2.0,0.0,2.0,6.0,2.0,0.3333333333333333,5.0,0.0,0.0,1.0,4.0,1.0,0.6,0.25,0.0,0.6958333333333333,0.6958333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,18.0,2.160246899469287,1.0,2.0,7.0,0.25925925925925924
22,258.0,58.0,4.0,201.0,3.4655172413793105,5.0,6.0,0.0,0.5,0.0,0.0,1.0,0.0,1.0,4.0,1.0,0.25,4.0,0.0,0.0,0.0,3.0,1.0,0.5,0.3333333333333333,0.0,0.7403100775193798,0.7403100775193798,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,14.5,2.598076211353316,0.4,2.0,6.0,0.20689655172413793
23,534.0,122.0,5.0,413.0,3.3852459016393444,15.0,8.0,1.0,0.28688524590163933,2.0,0.0,2.0,1.0,0.0,6.0,2.0,0.3333333333333333,2.0,4.0,0.0,0.0,5.0,1.0,0.6666666666666666,0.2,0.0,0.6947565543071161,0.6947565543071161,0.0,1.0,0.0,0.0,1.0,5.0,5.0,1.0,3.0,2.0,0.0,30.5,28.394541729001368,0.75,5.0,22.0,0.4426229508196721
24,170.0,37.0,2.0,134.0,3.6216216216216215,5.0,2.0,0.0,0.24324324324324326,0.0,0.0,1.0,0.0,1.0,3.0,2.0,0.6666666666666666,2.0,1.0,0.0,0.0,2.0,1.0,0.3333333333333333,0.5,0.09411764705882353,0.6470588235294118,0.5529411764705883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,18.5,0.5,0.6666666666666666,2.0,4.0,0.21621621621621623
25,201.0,46.0,4.0,156.0,3.391304347826087,4.0,5.0,0.0,0.41304347826086957,3.0,0.0,0.0,0.0,0.0,4.0,2.0,0.5,3.0,1.0,0.0,0.0,2.0,1.0,0.3333333333333333,0.5,0.0,0.6567164179104478,0.6567164179104478,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,23.0,3.0,1.0,2.0,2.0,0.08695652173913043
26,76.0,16.0,2.0,61.0,3.8125,2.0,3.0,0.0,0.25,0.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.8552631578947368,0.8552631578947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.333333333333333,1.699673171197595,0.0,1.0,0.0,0.0
27,430.0,105.0,3.0,326.0,3.104761904761905,8.0,0.0,5.0,0.3904761904761905,1.0,0.0,0.0,0.0,0.0,7.0,3.0,0.42857142857142855,3.0,3.0,1.0,0.0,0.0,6.0,-1.0,0.0,0.0,0.6558139534883721,0.6558139534883721,0.0,1.0,0.0,1.0,3.0,67.0,4.0,0.0,0.0,3.0,1.0,35.0,23.53720459187964,0.6666666666666666,5.0,20.0,0.49523809523809526
28,108.0,23.0,1.0,86.0,3.739130434782609,4.0,0.0,0.0,0.43478260869565216,1.0,0.0,1.0,0.0,1.0,3.0,2.0,0.6666666666666666,2.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.5833333333333334,0.5833333333333334,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,23.0,0.0,1.0,2.0,1.0,0.08695652173913043
29,95.0,20.0,0.0,76.0,3.8,2.0,1.0,0.0,0.2,0.0,0.0,4.0,0.0,0.0,3.0,2.0,0.6666666666666666,1.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.8105263157894737,0.8105263157894737,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,20.0,0.0,1.0,2.0,1.0,0.1
30,154.0,36.0,0.0,119.0,3.3055555555555554,2.0,1.0,11.0,0.2222222222222222,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.15584415584415584,0.3181818181818182,0.16233766233766234,0.0,0.0,0.0,0.0,6.0,30.0,7.0,0.0,2.0,0.0,0.0,36.0,0.0,1.0,2.0,3.0,0.16666666666666666
31,517.0,112.0,7.0,406.0,3.625,11.0,11.0,1.0,0.29464285714285715,0.0,0.0,2.0,1.0,0.0,7.0,2.0,0.2857142857142857,6.0,1.0,0.0,0.0,5.0,1.0,0.6666666666666666,0.2,0.0,0.9168278529980658,0.9168278529980658,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,16.0,10.05698051817031,0.375,4.0,10.0,0.22321428571428573
32,150.0,33.0,4.0,118.0,3.5757575757575757,5.0,4.0,0.0,0.3333333333333333,0.0,0.0,2.0,0.0,1.0,4.0,2.0,0.5,3.0,1.0,0.0,0.0,2.0,1.0,0.3333333333333333,0.5,0.0,0.8266666666666667,0.8266666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,8.25,2.947456530637899,0.0,1.0,0.0,0.0
33,185.0,43.0,0.0,143.0,3.3255813953488373,2.0,1.0,0.0,0.3488372093023256,0.0,0.0,4.0,0.0,0.0,4.0,2.0,0.5,3.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,0.016216216216216217,0.6972972972972973,0.6810810810810811,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,43.0,0.0,1.0,2.0,3.0,0.13953488372093023
34,152.0,35.0,0.0,118.0,3.3714285714285714,0.0,4.0,4.0,0.37142857142857144,0.0,0.0,0.0,0.0,1.0,4.0,3.0,0.75,2.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.23026315789473684,0.7236842105263158,0.4934210526315789,0.0,1.0,1.0,0.0,3.0,30.0,3.0,0.0,0.0,2.0,2.0,35.0,0.0,1.0,2.0,1.0,0.05714285714285714
35,173.0,39.0,3.0,135.0,3.4615384615384617,6.0,3.0,0.0,0.20512820512820512,0.0,0.0,3.0,0.0,0.0,3.0,2.0,0.6666666666666666,2.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.8901734104046243,0.8901734104046243,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,13.0,3.265986323710904,0.25,2.0,4.0,0.20512820512820512
36,376.0,85.0,8.0,292.0,3.4352941176470586,10.0,9.0,0.0,0.3764705882352941,0.0,1.0,4.0,0.0,0.0,7.0,2.0,0.2857142857142857,5.0,2.0,0.0,0.0,7.0,0.0,1.0,0.0,0.09042553191489362,0.7925531914893617,0.7021276595744681,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,2.0,1.0,10.625,7.920503456220444,0.375,3.0,9.0,0.2235294117647059
37,543.0,123.0,4.0,421.0,3.4227642276422765,15.0,6.0,6.0,0.4065040650406504,0.0,0.0,0.0,0.0,2.0,7.0,1.0,0.14285714285714285,7.0,0.0,0.0,0.0,6.0,1.0,0.7142857142857143,0.16666666666666666,0.055248618784530384,0.6408839779005525,0.585635359116022,0.0,1.0,0.0,0.0,4.0,333.0,3.0,0.0,0.0,4.0,1.0,24.4,10.150862032359617,0.8,5.0,19.0,0.4065040650406504
38,355.0,82.0,0.0,274.0,3.341463414634146,5.0,0.0,0.0,0.32926829268292684,0.0,0.0,1.0,3.0,0.0,5.0,2.0,0.4,2.0,3.0,0.0,0.0,2.0,3.0,-0.2,0.6666666666666666,0.0,0.856338028169014,0.856338028169014,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,82.0,0.0,1.0,3.0,12.0,0.34146341463414637
39,136.0,32.0,3.0,105.0,3.28125,5.0,4.0,0.0,0.28125,0.0,0.0,1.0,0.0,0.0,4.0,2.0,0.5,3.0,0.0,1.0,0.0,1.0,2.0,-0.3333333333333333,0.5,0.022058823529411766,0.8970588235294118,0.875,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,8.0,3.5355339059327378,0.0,2.0,2.0,0.125
40,50.0,12.0,2.0,39.0,3.25,2.0,2.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.88,0.88,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.5,2.5,0.0,1.0,0.0,0.0
41,136.0,34.0,0.0,103.0,3.0294117647058822,4.0,0.0,0.0,0.2647058823529412,0.0,0.0,0.0,1.0,0.0,5.0,2.0,0.4,4.0,0.0,1.0,0.0,2.0,3.0,-0.2,0.6666666666666666,0.0,0.7058823529411765,0.7058823529411765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,34.0,0.0,1.0,4.0,4.0,0.29411764705882354
42,158.0,33.0,3.0,126.0,3.8181818181818183,5.0,3.0,0.0,0.12121212121212122,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.25,4.0,0.0,0.0,0.0,2.0,1.0,0.3333333333333333,0.5,0.0,0.8860759493670886,0.8860759493670886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,3.559026084010437,0.0,2.0,2.0,0.12121212121212122
43,93.0,25.0,0.0,69.0,2.76,2.0,0.0,1.0,0.52,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.40860215053763443,0.6666666666666666,0.25806451612903225,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,25.0,0.0,1.0,2.0,3.0,0.24
44,90.0,21.0,0.0,70.0,3.3333333333333335,0.0,3.0,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.3333333333333333,3.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.12222222222222222,0.6666666666666666,0.5444444444444444,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,0.0,1.0,2.0,1.0,0.09523809523809523
45,298.0,66.0,2.0,233.0,3.5303030303030303,8.0,2.0,1.0,0.2878787878787879,2.0,0.0,3.0,0.0,0.0,3.0,1.0,0.3333333333333333,3.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.7248322147651006,0.7248322147651006,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,66.0,0.0,1.0,3.0,6.0,0.19696969696969696
46,100.0,22.0,1.0,79.0,3.590909090909091,5.0,2.0,0.0,0.09090909090909091,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.2,5.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.89,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,11.0,6.0,0.5,1.0,0.0,0.0
47,384.0,86.0,7.0,299.0,3.4767441860465116,10.0,0.0,0.0,0.3488372093023256,0.0,0.0,1.0,0.0,1.0,6.0,1.0,0.16666666666666666,6.0,0.0,0.0,0.0,4.0,2.0,0.3333333333333333,0.5,0.0,0.75,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,12.285714285714286,5.7498890849994595,0.25,5.0,16.0,0.5116279069767442
48,55.0,12.0,2.0,44.0,3.6666666666666665,3.0,1.0,1.0,0.08333333333333333,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.07272727272727272,0.7454545454545455,0.6727272727272727,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,1.0,0.0,0.0
49,181.0,36.0,14.0,146.0,4.055555555555555,14.0,0.0,11.0,0.25,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.5714285714285714,4.0,1.0,1.0,1.0,6.0,0.0,1.0,0.0,0.0,0.8453038674033149,0.8453038674033149,0.0,1.0,1.0,1.0,5.0,423.0,0.0,0.0,0.0,3.0,2.0,4.888888888888889,1.1967032904743342,0.0,2.0,2.0,0.1111111111111111
50,386.0,83.0,4.0,304.0,3.6626506024096384,7.0,8.0,0.0,0.3373493975903614,0.0,1.0,2.0,1.0,0.0,4.0,2.0,0.5,3.0,1.0,0.0,0.0,3.0,1.0,0.5,0.3333333333333333,0.0,0.6735751295336787,0.6735751295336787,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,20.75,15.35211711784404,0.5,3.0,10.0,0.27710843373493976
51,135.0,30.0,0.0,106.0,3.533333333333333,0.0,0.0,2.0,0.4,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.5,3.0,1.0,0.0,0.0,2.0,1.0,0.3333333333333333,0.5,0.0,0.9037037037037037,0.9037037037037037,0.0,1.0,0.0,0.0,2.0,6.0,1.0,0.0,0.0,0.0,1.0,30.0,0.0,1.0,3.0,2.0,0.16666666666666666
52,424.0,93.0,3.0,332.0,3.5698924731182795,7.0,1.0,0.0,0.3870967741935484,0.0,0.0,2.0,2.0,0.0,4.0,2.0,0.5,1.0,3.0,0.0,0.0,1.0,3.0,-0.5,0.3333333333333333,0.0,0.9245283018867925,0.9245283018867925,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,5.0,31.0,18.184242262647807,0.5,5.0,16.0,0.43010752688172044
53,251.0,57.0,1.0,195.0,3.4210526315789473,5.0,2.0,0.0,0.40350877192982454,0.0,0.0,2.0,1.0,0.0,3.0,1.0,0.3333333333333333,3.0,0.0,0.0,0.0,2.0,1.0,0.3333333333333333,0.5,0.0,0.6733067729083665,0.6733067729083665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,28.5,7.5,1.0,3.0,5.0,0.21052631578947367
54,58.0,13.0,0.0,46.0,3.5384615384615383,2.0,0.0,0.0,0.07692307692307693,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.7586206896551724,0.7586206896551724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,2.0,1.0,0.15384615384615385
55,24.0,5.0,0.0,20.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.5,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.9166666666666666,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0
56,57.0,14.0,1.0,44.0,3.142857142857143,1.0,1.0,0.0,0.21428571428571427,0.0,0.0,2.0,0.0,0.0,3.0,2.0,0.6666666666666666,2.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.9122807017543859,0.9122807017543859,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,3.0,0.0,1.0,0.0,0.0
57,227.0,53.0,4.0,175.0,3.30188679245283,5.0,3.0,0.0,0.41509433962264153,1.0,0.0,0.0,0.0,1.0,4.0,3.0,0.75,1.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,0.20704845814977973,0.6960352422907489,0.4889867841409692,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,13.25,6.015604707757983,0.5,3.0,5.0,0.24528301886792453
58,231.0,53.0,5.0,179.0,3.3773584905660377,10.0,2.0,3.0,0.49056603773584906,0.0,0.0,1.0,0.0,2.0,4.0,2.0,0.5,3.0,0.0,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.658008658008658,0.658008658008658,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,18.0,11.045361017187261,0.3333333333333333,3.0,7.0,0.33962264150943394
59,22.0,5.0,1.0,18.0,3.6,2.0,1.0,0.0,0.2,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.5,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.8636363636363636,0.8636363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0
60,229.0,53.0,3.0,177.0,3.339622641509434,6.0,12.0,0.0,0.3584905660377358,0.0,0.0,1.0,1.0,1.0,4.0,1.0,0.25,4.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.43231441048034935,0.43231441048034935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,17.666666666666668,5.557777333511022,0.5,2.0,4.0,0.1509433962264151
61,258.0,62.0,4.0,197.0,3.1774193548387095,6.0,5.0,5.0,0.4032258064516129,0.0,0.0,1.0,1.0,0.0,5.0,2.0,0.4,2.0,0.0,0.0,3.0,5.0,0.0,1.0,0.0,0.08139534883720931,0.7829457364341085,0.7015503875968992,0.0,0.0,1.0,1.0,2.0,500.0,50.0,0.0,1.0,2.0,2.0,12.4,2.870540018881465,0.2,2.0,9.0,0.2903225806451613
62,41.0,10.0,0.0,32.0,3.2,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8292682926829268,0.8292682926829268,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,0.0,0.0,1.0,0.0,0.0
63,42.0,9.0,0.0,34.0,3.7777777777777777,0.0,1.0,0.0,0.1111111111111111,0.0,0.0,3.0,0.0,0.0,3.0,2.0,0.6666666666666666,1.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.9047619047619048,0.9047619047619048,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,9.0,0.0,0.0,1.0,0.0,0.0
